,description,link
492,"Quebecair Flight 255, a Fairchild F-27 bound for Montreal, crashes minutes after takeoff from Quebec City as it was attempting to return to the airport following the explosion of its number 2 engine, killing 17 of the 24 people on board.",/wiki/Quebecair_Flight_255
493,"TWA Flight 841, a Boeing 727, goes into a dive over Saginaw, Michigan, following the loss of the number 7 slat; despite the loss of 34,000 feet (10,000 m) in altitude within 63 seconds, all 89 passengers and crew survive an emergency landing at Detroit after the first officer regains control of the plane at 5,000 feet (1,500 m).",/wiki/TWA_Flight_841_(1979)
494,"American Airlines Flight 191, a McDonnell Douglas DC-10, crashes upon takeoff from O'Hare International Airport after its left engine becomes detached from the wing, killing all 271 on board and 2 on the ground in the worst single-aircraft accident on U.S. soil.",/wiki/American_Airlines_Flight_191
495,"Air New England Flight 248, a de Havilland Canada DHC-6 Twin Otter, crashes near Camp Greenough, Massachusetts, while on approach to Barnstable Municipal Airport, killing the pilot.",/wiki/Air_New_England_Flight_248
496,"A Garuda Indonesia Fokker F28 strikes a volcano on approach to Medan Airport, Indonesia, killing all 61 on board.",/wiki/1979_Garuda_Fokker_F28_crash
497,"Dan-Air Flight 0034, a Hawker Siddeley HS 748, fails to become airborne at Sumburgh Airport, Scotland, due to a maintenance error, killing 17 of 44 on board.",/wiki/Dan-Air_Flight_0034
498,The 1979 Dniprodzerzhynsk mid-air collision between two Aeroflot Tupolev Tu-134s kills 178.,/wiki/1979_Dniprodzerzhynsk_mid-air_collision
499,"Swissair Flight 316 crashes after overrunning the runway at Athens-Ellinikon International Airport, killing 14 of the 154 passengers and crew on board.",/wiki/Swissair_Flight_316
500,"Western Airlines Flight 2605, a McDonnell Douglas DC-10, strikes a vehicle on a closed runway in dense fog at Mexico City, Mexico; 72 die.",/wiki/Western_Airlines_Flight_2605
501,"American Airlines Flight 444, a Boeing 727, takes off with a bomb planted in the cargo hold by the Unabomber. The bomb fails to detonate, giving off large quantities of smoke. Twelve passengers are treated for smoke inhalation, but all 78 on board survive.",/wiki/American_Airlines_Flight_444
502,"PIA Flight 740, a Boeing 707, crashes after a fire in the cabin in Jeddah, Saudi Arabia; all 145 passengers and 11 crew die.",/wiki/PIA_Flight_740
503,"Air New Zealand Flight 901, a McDonnell Douglas DC-10, collides with Mount Erebus, Antarctica, during a sightseeing flight, killing all 257 people on board; this crash is also known as the Mount Erebus Disaster.",/wiki/Air_New_Zealand_Flight_901
504,"A Turkish Airlines Fokker F28 crashes into a hillside near Kuyumcuköy, Ankara, Turkey, while on approach to Esenboğa Airport; of the 45 on board, only 4 survive.",/wiki/1979_Turkish_Airlines_Ankara_crash
505,"Iran Air Flight 291, a Boeing 727, crashes into the Alborz Mountains near Tehran, Iran, amid a snowstorm on approach to Mehrabad International Airport; of the 128 people on board, no one survives.",/wiki/Iran_Air_Flight_291
506,"Advance Airlines Flight 4210, a Beechcraft Super King Air 200, crashes shortly after takeoff from Sydney Airport, following failure of one engine due to water in the fuel, killing all 13 people on board.",/wiki/Advance_Airlines_Flight_4210
507,"LOT Flight 7, an Ilyushin Il-62, crashes near Warsaw, Poland, after the No. 2 engine disintegrates and severs the elevator and rudder control lines; all 87 on board are killed.",/wiki/LOT_Flight_7
508,"Transbrasil Flight 303, a Boeing 727, crashes into a hill near Florianópolis, Brazil, killing 55 of 58 on board.",/wiki/Transbrasil_Flight_303
509,"Dan-Air Flight 1008, a Boeing 727, crashes into a mountain near Tenerife, Spain, killing all 138 passengers and 8 crew on board.",/wiki/Dan-Air_Flight_1008
510,"Thai Airways Flight 231, a Hawker Siddeley HS 748, crashes while on approach to Don Mueang International Airport, Bangkok, Thailand, in severe weather, killing 44 of 53 on board.",/wiki/Thai_Airways_Flight_231
511,"Aerolinee Itavia Flight 870, a McDonnell Douglas DC-9, crashes into the Tyrrhenian Sea near Italy, killing all 81 people on board.",/wiki/Aerolinee_Itavia_Flight_870
512,"Aeroflot Flight 4227, a Tupolev Tu-154, crashes shortly after takeoff from Almaty International Airport, killing all 163 people on board.",/wiki/Aeroflot_Flight_4227
513,"Saudia Flight 163, a Lockheed L-1011 Tristar, lands at King Khalid International Airport in Riyadh, Saudi Arabia, when a fire breaks out on board; the evacuation of the plane is delayed and all 301 on board die.",/wiki/Saudia_Flight_163
514,"In the Florida Commuter Airlines crash, a Douglas DC-3 ditches into the Atlantic Ocean near the Bahamas, killing all 34 on board.",/wiki/Florida_Commuter_Airlines_crash
515,"Korean Air Flight 015, a Boeing 747, crashes on landing at Gimpo International Airport. 15 of the 226 passengers and crew on board are killed.",/wiki/Korean_Air_Flight_015
516,"Continental Micronesia Flight 614, a Boeing 727 with 73 on board, crashes on landing at Yap International Airport; all on board survive.",/wiki/Continental_Micronesia_Flight_614
517,"Saudia Flight 162, a Lockheed L-1011 Tristar, suffers an explosive decompression over Qatar, killing two passengers who are blown out of the aircraft; the cause is traced to a fatigue failure of a main landing gear wheel flange.",/wiki/Saudia_Flight_162
518,"Garuda Indonesia Flight 206, a Douglas DC-9, is hijacked by Komando Jihad, the pilot is killed; all others survive.",/wiki/Garuda_Indonesia_Flight_206
519,"Aer Lingus Flight 164, a Boeing 737, is hijacked while on approach to London Heathrow Airport. The hijacker demanded to be taken to Iran. The plane landed at Le Touquet",/wiki/Aer_Lingus_Flight_164
520,"Austral Líneas Aéreas Flight 901, a BAC One-Eleven, crashes near Aeroparque Jorge Newbery after losing control in a thunderstorm, killing all 31 on board.",/wiki/Austral_L%C3%ADneas_A%C3%A9reas_Flight_901
521,"Dan-Air Flight 240, a Hawker Siddeley HS 748, crashes near Nailstone, Leicestershire, due to failure of the baggage door, causing rapid decompression and loss of control; all 3 crew on board die.",/wiki/Dan-Air_Flight_240
522,"Somali Airlines Flight 40, a Fokker F27 Friendship, crashes shortly after takeoff from Mogadishu International Airport. All 50 passengers and crew on board are killed.",/wiki/Somali_Airlines_Flight_40
523,"Aeromexico Flight 230, a DC-9, makes a hard landing at Chihuahua Airport, breaks up and a fire breaks out, killing 32 of the 66 people on board.",/wiki/Aeromexico_Flight_230
524,"In the G-ASWI North Sea ditching, a Bristow Helicopters Westland Wessex suffers engine failure and ditches in the North Sea, killing all 13 on board.",/wiki/1981_Bristow_Helicopters_Westland_Wessex_crash
525,"Far Eastern Air Transport Flight 103, a Boeing 737, disintegrates during flight and crashes near Taipei, Taiwan; severe corrosion in the fuselage structure leads to explosive decompression and disintegration at high altitude; all 110 on board are killed.",/wiki/Far_Eastern_Air_Transport_Flight_103
526,"Aeroflot Flight 811, an Antonov An-24, collides in mid-air with a Soviet Air Force Tupolev Tu-16 over the Zavitinsky District, Russia, killing 31 of 32 on board the An-24 and all six on board the Tu-16.",/wiki/Aeroflot_Flight_811
527,"Aeropesca Colombia Flight 221, a Vickers Viscount, flies into Mount Santa Elena, killing all 50 people on board.",/wiki/Aeropesca_Colombia_Flight_221
528,"NLM CityHopper Flight 431, a Fokker F28 Fellowship, is destroyed in flight by a tornado near Rotterdam, killing all 17 people on board.",/wiki/NLM_CityHopper_Flight_431
529,"Aeroflot Flight 3603, a Tupolev Tu-154, crashes while attempting to land at Noril'sk Airport due to crew error and CFIT, killing 99 of the 167 passengers and crew on board.",/wiki/Aeroflot_Flight_3603
530,"Inex-Adria Aviopromet Flight 1308, a McDonnell Douglas MD-81, crashes in the mountains while approaching Campo dell'Oro Airport in Ajaccio, Corsica, killing all 180 on board.",/wiki/Inex-Adria_Aviopromet_Flight_1308
531,"Air Florida Flight 90, a Boeing 737, crashes into the frozen Potomac River after takeoff from Washington National Airport, Virginia, United States; five on board survive; 74 on board and 4 on the ground die, including one initial survivor who dies after ensuring that the other crash survivors are rescued from the frozen river.",/wiki/Air_Florida_Flight_90
532,"World Airways Flight 30, a McDonnell Douglas DC-10, overshoots the runway at Boston, Massachusetts, United States; two passengers are reported missing.",/wiki/World_Airways_Flight_30
533,"Japan Airlines Flight 350, a Douglas DC-8-61, crashes on approach to Tokyo International Airport (Haneda), Japan; of the 166 passengers and 8 crew, 24 passengers are killed.",/wiki/Japan_Airlines_Flight_350
534,"Widerøe Flight 933, a de Havilland Canada Twin Otter, crashes into the Barents Sea near Mehamn, killing all 15 on board; this accident sparked conspiracy theories in Norway.",/wiki/Wider%C3%B8e_Flight_933
535,"In the 1982 Garuda Fokker F28 crash, the Fokker F28 overruns the runway in bad weather at Tanjung Karang-Branti Airport; all 27 are killed when the aircraft bursts into flames.",/wiki/1982_Garuda_Fokker_F28_crash
536,"Aeropesca Colombia Flight 217, a Vickers Viscount, hits a mountain in Colombia; all 21 on board are killed.",/wiki/Aeropesca_Colombia_Flight_217
537,"CAAC Flight 3303, a Hawker Siddeley Trident, crashes into a mountain near Yangsuo while on approach to Guilin Liangjiang International Airport, China, in heavy weather; all 112 on board die.",/wiki/CAAC_Flight_3303
538,"VASP Flight 168, a Boeing 727, crashes into a hillside in Brazil, killing all 137 on board.",/wiki/VASP_Flight_168
539,"A TABA Fairchild FH-227 crashes at Tabatinga Airport, Brazil; all 44 on board are killed.",/wiki/1982_TABA_Fairchild_FH-227_accident
540,"Air India Flight 403, a Boeing 707, crashes at Sahar International Airport in Bombay, India, while landing during a heavy rainstorm; 15 of 99 passengers and 2 of 12 crew are killed.",/wiki/Air_India_Flight_403
541,"British Airways Flight 9, a Boeing 747-200, flies through a cloud of volcanic ash south of Java; all engines fail in flight, forcing the plane to glide; the crew is able to restart the engines and make a safe landing.",/wiki/British_Airways_Flight_9
542,"Aeroflot Flight 8641, a Yakovlev Yak-42, breaks-up in mid-air and crashes near Mozyr, Belarus due to a failure in the jackscrew mechanism caused by metal fatigue, killing all 132 on board in the first loss of and the deadliest accident involving the Yak-42. The crash remains the worst in Belarus.",/wiki/Aeroflot_Flight_8641
543,"Aeroflot Flight 411, an Ilyushin Il-62, crashes after takeoff from Sheremetyevo International Airport; all 90 on board are killed.",/wiki/Aeroflot_Flight_411
544,"Pan Am Flight 759, a Boeing 727, crashes in Kenner, Louisiana, United States, shortly after takeoff; all 145 on board and 8 people on the ground are killed.",/wiki/Pan_Am_Flight_759
545,"An Aerolíneas Cóndor de Havilland Canada DHC-4 Caribou flies into high ground in the Andes, Ecuador; all 44 on board are killed.",/wiki/1982_Aerocondor_DHC-4_Caribou_accident
546,"Spantax Flight 995, a McDonnell Douglas DC-10, is destroyed by a fire after an aborted takeoff at Málaga Airport, Spain; 50 of the 294 on board die.",/wiki/Spantax_Flight_995
547,"Aeronor Flight 304, a Fairchild F-27, crashes near La Florida Airport, Chile; all 46 on board are killed.",/wiki/Aeronor_Flight_304
548,"CAAC Flight 2311, a Ilyushin Il-18B, catches fire before landing at Baiyun Airport in Guangzhou, China, resulting 25 deaths of 69 on board though it successfully lands on the runway.",/wiki/CAAC_Flight_2311
549,"Turkish Airlines Flight 158, a Boeing 727, lands about 50 metres (160 ft) short of the runway at Ankara Esenboğa Airport, Turkey, in driving snow, breaks up and catches fire; 47 passengers are killed, all seven crew and 13 passengers survive the accident with injuries.",/wiki/Turkish_Airlines_Flight_158
550,"In the 1983 Avensa Douglas DC-9 crash, a Douglas DC-9 crashes at Barquisimeto Airport, Venezuela, killing 22 passengers and one crew.",/wiki/1983_Avensa_Douglas_DC-9_crash
551,"Eastern Air Lines Flight 855,a Lockheed L-1011 Tristar, loses power from all engines 30 minutes after takeoff from Miami International Airport; the pilot is able to return to Miami after restarting one engine; no casualties are reported on board.",/wiki/Eastern_Air_Lines_Flight_855
552,"Air Canada Flight 797, a McDonnell Douglas DC-9, catches fire during flight over Kentucky; 23 of 46 passengers die from smoke inhalation even after the crew successfully lands the aircraft in Cincinnati, Ohio.",/wiki/Air_Canada_Flight_797
553,"A TAME Boeing 737-200 crashes into a hill near Cuenca, Ecuador, killing all 119 on board.",/wiki/TAME_737-200_crash
554,"A British Airways Sikorsky S-61 helicopter crashes into the sea off the Isles of Scilly; 20 of 26 people on board die, in the worst helicopter accident in the United Kingdom to this date and results in a review of helicopter safety.",/wiki/1983_British_Airways_Sikorsky_S-61_crash
555,"Air Canada Flight 143, a Boeing 767, runs out of fuel above Manitoba because of a miscalculation; the crew successfully glides the aircraft to a safe landing at a former Air Force base (and current drag strip) at Gimli, Manitoba; the aircraft becomes known as the Gimli Glider.",/wiki/Gimli_Glider
556,"Aeroflot Flight 5463, a Tupolev Tu-134A, crashes into a mountain while approaching Alma-Ata Airport, killing all 90 on board.",/wiki/Aeroflot_Flight_5463
557,"Korean Air Lines Flight 007, a Boeing 747, is shot down by Soviet fighter planes near Sakhalin and Moneron Island after straying into Soviet airspace; all 269 people on board are killed.",/wiki/Korean_Air_Lines_Flight_007
558,"Gulf Air Flight 771, a Boeing 737, crashes near Mina Jebel Ali, United Arab Emirates, after a bomb planted by the Abu Nidal Organization detonates on board; all 112 people on board perish.",/wiki/Gulf_Air_Flight_771
559,"Air Illinois Flight 710, a Hawker Siddeley HS 748, crashes near Pinckneyville, Illinois, due to electrical problems. All 10 passengers and crew on board are killed.",/wiki/Air_Illinois_Flight_710
560,A TAAG Angola Airlines Boeing 737 is shot down just after takeoff from Lubango Airport; all 130 on board die.,/wiki/1983_TAAG_Angola_Airlines_Boeing_737_crash
561,"Aeroflot Flight 6833, a Tupolev Tu-134, is hijacked by seven Georgians attempting to defect from the Soviet Union; the aircraft is stormed by Alpha Group who arrest four hijackers; three are executed while the fourth receives a jail sentence; of the 71 on board (including the hijackers), eight die; the aircraft is written off.",/wiki/Aeroflot_Flight_6833
562,"Avianca Flight 011, a Boeing 747, strikes a hill because of a navigational error while attempting to land in Madrid, Spain; of the 192 passengers and crew aboard, 11 survive.",/wiki/Avianca_Flight_011
563,"In the Madrid runway disaster, an Iberia Boeing 727 collides with an Aviaco McDonnell Douglas DC-9 on a runway at Madrid",/wiki/Madrid_runway_disaster
564,"Malaysian Airline System Flight 684, a Airbus A300 crashes at Kuala Lumpur Airport in Malaysia. There are no fatalities of the 247 people on board.",/wiki/Malaysian_Airline_System_Flight_684
565,"Ozark Air Lines Flight 650, a DC-9, collides with a snow plow in Sioux Falls, South Dakota; all on board survive, however the driver of the snow plow is killed.",/wiki/Ozark_Air_Lines_Flight_650
566,"A Balkan Bulgarian Tupolev Tu-134 crashed into a forest near Sofia, Bulgaria, during a snowstorm killing all 50 people on board.",/wiki/1984_Balkan_Bulgarian_Tupolev_Tu-134_crash
567,"Pacific Western Airlines Flight 501, a Boeing 737, suffers an uncontained engine failure during takeoff from Calgary; all passengers and crew are safely evacuated, but the plane burns to the ground.",/wiki/Pacific_Western_Airlines_Flight_501
568,A Biman Bangladesh Airlines Fokker F27,/wiki/1984_Biman_Bangladesh_Airlines_Fokker_F27_crash
569,"Cameroon Airlines Flight 786, a Boeing 737, with 109 passengers and 7 crew on board, suffers an uncontained engine failure during taxi for takeoff at the Douala, Cameroon airport, starting a fire; two people die as the plane burns to the ground.",/wiki/Cameroon_Airlines_Flight_786
570,"Aeroflot Flight 3352, a Tupolev Tu-154B, crashes on landing at Tsentralny Airport, Omsk, Russia. One hundred and seventy-four passengers and four people on the ground perish in the crash.",/wiki/Aeroflot_Flight_3352
571,"PBA Flight 1039, an Embraer 110 Bandeirante with 13 passengers and crew on board, crashes on takeoff at Jacksonville, Florida, killing all aboard.",/wiki/PBA_Flight_1039
572,"Aeroflot Flight 3519, a Tupolev Tu-154B, crashes at Krasnoyarsk Airport while attempting an emergency landing following an engine fire, killing 110 of 111 on board.",/wiki/Aeroflot_Flight_3519
573,"Eastern Air Lines Flight 980, a Boeing 727, impacts Mount Illimani in Bolivia, killing all 29 people on board.",/wiki/Eastern_Air_Lines_Flight_980
574,"Galaxy Airlines Flight 203, a Lockheed L-188 Electra, crashes shortly after takeoff from Reno-Cannon International Airport in Reno, Nevada, due to an improperly secured air start door, killing all but one of the 71 people on board.",/wiki/Galaxy_Airlines_Flight_203
575,"Aeroflot Flight 7841, a Tupolev Tu-134, crashes 6.2 miles east of Minsk National Airport after both engines failed due to ice ingestion, killing 58 of 80 on board.",/wiki/Aeroflot_Flight_7841
576,"China Airlines Flight 006, a Boeing 747SP en route from Taiwan Taoyuan International Airport to Los Angeles International Airport, suffers an engine flameout off the coast of California and dives 30,000 feet (9,100 m) before regaining control and landing safely at San Francisco International Airport.",/wiki/China_Airlines_Flight_006
577,"Iberia Airlines Flight 610, a Boeing 727, crashes into a television broadcast antenna installed on the summit of Monte Oiz while approaching Bilbao Airport, Spain, killing all 141 passengers and 7 crew on board.",/wiki/Iberia_Airlines_Flight_610
578,"Aeroflot Flight 8381, a Tupolev Tu-134, collides with a Soviet Air Force Antonov An-26; both aircraft crash near Zolochev, Ukraine, killing all 94 on board both aircraft.",/wiki/Aeroflot_Flight_8381
579,"TWA Flight 847, a Boeing 727, is hijacked by Lebanese militants; one passenger is murdered during the three-day ordeal.",/wiki/TWA_Flight_847
580,"Braathens SAFE Flight 139, a Boeing 737, is hijacked by Stein Arvid Huseby, who demands to make a political statement; all crew and passengers survive.",/wiki/Braathens_SAFE_Flight_139
581,"Air India Flight 182, a Boeing 747 en route from Montréal",/wiki/Air_India_Flight_182
582,"Aeroflot Flight 7425, a Tupolev Tu-154B, stalls while cruising at 38,000 ft (11,582 m) and enters an unrecoverable spin, killing all 200 aboard.",/wiki/Aeroflot_Flight_7425
583,"Delta Air Lines Flight 191, a Lockheed L-1011 TriStar, crashes on approach to Dallas/Fort Worth International Airport because of wind shear from a sudden microburst thunderstorm; of the 163 passengers and crew aboard, 26 survive.",/wiki/Delta_Air_Lines_Flight_191
584,"Japan Airlines Flight 123, a Boeing 747, crashes into Mount Osutaka after catastrophic failure of the pressure hull severs all hydraulic lines and renders the aircraft uncontrollable, killing 520 of 524 people on board. To date, it is the worst single-aircraft disaster in history.",/wiki/Japan_Airlines_Flight_123
585,"British Airtours Flight 28M, a Boeing 737, aborts its takeoff from Manchester Airport, England, because of an engine fire; while 82 passengers and crew escape alive, 55 are killed, most from smoke inhalation.",/wiki/British_Airtours_Flight_28M
586,"Bar Harbor Airlines Flight 1808, a Beech 99, crashes near Auburn, Maine, United States, killing all eight people on board.",/wiki/Bar_Harbor_Airlines_Flight_1808
587,"In the 1985 Bakhtar Afghan Airlines Antonov An-26 shootdown, an Antonov An-26 is shot down over Afghanistan, killing all 52 people on board.",/wiki/1985_Bakhtar_Afghan_Airlines_Antonov_An-26_shootdown
588,"Midwest Express Airlines Flight 105, a McDonnell Douglas DC-9, crashes shortly after takeoff from General Mitchell International Airport, Milwaukee, Wisconsin, because of engine failure and pilot error, killing all 31 people on board.",/wiki/Midwest_Express_Airlines_Flight_105
589,"EgyptAir Flight 648, a Boeing 737, is hijacked by Palestinian militants. Egyptian special forces storm the plane on the island of Malta. The incident kills 58 out of 90 passengers and all but one of the hijackers.",/wiki/EgyptAir_Flight_648
590,"Arrow Air Flight 1285, a Douglas DC-8, crashes shortly after takeoff from Gander International Airport, Newfoundland, killing all 256 passengers and crew on board, making it the worst air disaster to occur on Canadian soil to date.",/wiki/Arrow_Air_Flight_1285
591,"Yakutsk United Air Group Flight 101/435, an Antonov An-24, is hijacked by the co-pilot en route from Takhtamygda to Chita and diverted to China. The aircraft lands safely at Qiqihar Airport with no casualties to the 51 on board.",/wiki/Yakutsk_United_Air_Group_Flight_101/435
592,"Mexicana Flight 940, a Boeing 727, crashes into high ground near Santiago Maravatío, Mexico. All 167 passengers and crew are killed in the worst ever air disaster involving the Boeing 727.",/wiki/Mexicana_Flight_940
593,"TWA Flight 840, a Boeing 727, is bombed by Palestinian militants, killing four of the 121 people on board, the plane manages to land safely in Athens.",/wiki/TWA_Flight_840_bombing_(1986)
594,"Air Lanka Flight 512, a Lockheed L-1011, is bombed by the Liberation Tigers of Tamil Eelam, killing 21 of 148 on board.",/wiki/Air_Lanka_Flight_512
595,"China Airlines Flight 334, a Boeing 747, is hijacked by the Pilot. The Pilot subdue the two other crew members and changed heading to land in Guangzhou. All 3 on board survived.",/wiki/China_Airlines_Flight_334
596,"Grand Canyon Airlines Flight 6, a De Havilland Canada DHC-6 Twin Otter, collides with a Bell 206 helicopter over the Tonto Plateau, killing all 25 on board both aircraft.",/wiki/Grand_Canyon_Airlines_Flight_6
597,"Aeroflot Flight 2306, a Tupolev Tu-134, crashes near Syktyvkar, Russia, while attempting an emergency landing following a fire in the cargo hold, killing 54 of 92 on board.",/wiki/Aeroflot_Flight_2306
598,"In the 1986 Cerritos mid-air collision, Aeroméxico Flight 498, a McDonnell Douglas DC-9, collides with a Piper Cherokee over Cerritos, California, killing all 67 people aboard both aircraft and 15 people on the ground.",/wiki/1986_Cerritos_mid-air_collision
599,"Pan Am Flight 73, a Boeing 747, is hijacked on the ground at Jinnah International Airport in Karachi, Pakistan, by Palestinian militants. Twenty people die after a shootout occurs inside the plane.",/wiki/Pan_Am_Flight_73
600,"Aeroflot Flight 6502, a Tupolev Tu-134, crashes in Kuybyshev (now Samara), Russia, due to pilot error, killing 70 of 94 people on board.",/wiki/Aeroflot_Flight_6502
601,"In the 1986 British International Helicopters Chinook crash, a Boeing 234LR Chinook crashes on approach to Sumburgh Airport, Shetland Islands; of 47 people on board, 45 perish.",/wiki/1986_British_International_Helicopters_Chinook_crash
602,"Aeroflot Flight 892, a Tupolev Tu-134A, crashes near Schonefeld Airport, East Berlin after the crew misunderstands instructions from ATC, killing 72 of 82 on board; two initially survive, but die later.",/wiki/Aeroflot_Flight_892
603,"Iraqi Airways Flight 163, a Boeing 737, is hijacked by Hezbollah militants while en route to Amman, Jordan. A confrontation with security forces causes the plane to crash, killing 63 of the 106 people on board.",/wiki/Iraqi_Airways_Flight_163
604,"Varig Flight 797, a Boeing 707, crashes near Abidjan because of engine failure. Out of the 52 passengers and crew on board, there was only 1 survivor.",/wiki/Varig_Flight_797
605,"Skywest Airlines Flight 1834, a Swearingen Metro II, collides in mid-air with a private Mooney M-20 near Salt Lake City, killing all 10 on board both aircraft.",/wiki/Skywest_Airlines_Flight_1834
606,"Aeroflot Flight 505, a Yakovlev Yak-40, crashes into the ground at Tashkent, Uzbekistan, after encountering a wake vortex from an Ilyushin Il-76 that had taken off one and a half minutes earlier, killing all nine on board.",/wiki/Aeroflot_Flight_505
607,"Northwest Airlink Flight 2268, a CASA 212, crashes while attempting to land at Detroit Metropolitan Wayne County Airport in Detroit, Michigan, killing 9 of the 19 passengers and crew on board.",/wiki/Northwest_Airlink_Flight_2268
608,"Garuda Indonesia Flight 035, a Douglas DC-9, crashes while on approach to Medan Airport; 23 of 45 on board die.",/wiki/Garuda_Indonesia_Flight_035
609,"American Eagle Flight 5452, a CASA C-212, crashes while landing at Mayagüez, Puerto Rico, due to maintenance issues and pilot error. All four passengers survived, both crew are killed.",/wiki/American_Eagle_Flight_5452
610,"LOT Flight 5055, an Ilyushin Il-62M, crashes near Warsaw during landing because of engine failure. All 183 passengers and crew members perish in the accident.",/wiki/LOT_Flight_5055
611,"Aeroflot Flight 528, a Yakovlev Yak-40, overruns the runway on landing at Berdyansk, Ukraine, killing 8 of 29 on board.",/wiki/Aeroflot_Flight_528
612,"Philippine Airlines Flight 206, a Hawker Siddeley HS 748, crashes on the slopes of Mount Ugo, Benguet, as it begins its approach to Loakan Airport in Baguio City; all 50 passengers and crew are killed. Poor visibility is blamed for the crash.",/wiki/Philippine_Airlines_Flight_206
613,"Northwest Airlines Flight 255, an McDonnell Douglas MD-82, crashes on takeoff from Detroit as a result of pilot error. Of 155 on board, 4-year-old Cecelia Cichan is the only survivor.",/wiki/Northwest_Airlines_Flight_255
614,"Thai Airways Flight 365, a Boeing 737, crashes into the ocean off the coast of Thailand as a result of pilot error. All 83 passengers and crew perish.",/wiki/Thai_Airways_Flight_365
615,"Aero Trasporti Italiani Flight 460, a ATR 42",/wiki/Aero_Trasporti_Italiani_Flight_460
616,"Continental Airlines Flight 1713, a McDonnell Douglas DC-9, crashes on takeoff during a snowstorm at Denver's Stapleton International Airport, killing 25 passengers and 3 crew.",/wiki/Continental_Airlines_Flight_1713
617,"South African Airways Flight 295, a Boeing 747, crashes into the Indian Ocean after a fire in the cargo hold. All 159 aboard die.",/wiki/South_African_Airways_Flight_295
618,"Korean Air Flight 858, a Boeing 707, crashes into the Andaman Sea after a bomb explodes on board. All 115 people on board are killed.",/wiki/Korean_Air_Flight_858
619,"Pacific Southwest Airlines Flight 1771, a BAe 146, is hijacked and deliberately crashes near Cayucos, California, by a disgruntled airline employee. All 43 people on board, including the hijacker, are killed.",/wiki/Pacific_Southwest_Airlines_Flight_1771
620,"Philippine Airlines Flight 443, a Shorts 360-300, crashes into Mt. Gurain on the island of Mindanao. All 15 passengers and crew on board are killed.",/wiki/Philippine_Airlines_Flight_443
621,"Condor Flight 3782, a Boeing 737, crashes into a mountain near Seferihisar, Turkey, due to a navigation error, killing all 16 on board.",/wiki/Condor_Flugdienst_Flight_3782
622,"China Southwest Airlines Flight 4146, an Ilyushin Il-18, crashes while on approach to Chongqing Airport in China. All 108 passengers and crew on board are killed.",/wiki/China_Southwest_Airlines_Flight_4146
623,"AVAir Flight 3378, a Swearingen Metroliner III, crashes on take off from Raleigh-Durham Airport due to pilot error, killing all 12 on board.",/wiki/AVAir_Flight_3378
624,"TAT Flight 230, a Fairchild FH-227, crashes near Fontainebleau, France, killing all 23 on board; an electrical problem is suspected.",/wiki/TAT_Flight_230
625,"Avianca Flight 410, a Boeing 727, crashes into terrain near Cúcuta, Colombia after takeoff as a result of pilot error. All 142 people on board die.",/wiki/Avianca_Flight_410
626,"Kuwait Airways Flight 422, a Boeing 747, is hijacked (by Lebanese guerillas demanding the release of Shi'ite prisoners held by Kuwait) en route from Bangkok to Kuwait, leading to a hostage crisis lasting 16 days and encompassing three continents. The flight, initially forced to land at Mashhad in northeastern Iran, travels 3,200 miles to Larnaca (Cyprus) and finally to Algiers. 2 passengers are shot dead by the hijackers. The remainder of the 112 passengers and crew, including three members of the Kuwaiti royal family, are eventually released and the hijackers allowed to leave Algeria.",/wiki/Kuwait_Airways_Flight_422
627,"Aloha Airlines Flight 243, a Boeing 737, suffers explosive decompression during flight but manages to land safely. Of 95 people on board, one flight attendant is blown out of the plane and killed, and several passengers are injured.",/wiki/Aloha_Airlines_Flight_243
628,"Widerøe Flight 710, a Dash 7, crashes in Torghatten, Norway, in thick fog, killing all 36 passengers in the worst-ever Dash 7 accident.",/wiki/Wider%C3%B8e_Flight_710
629,"TACA Flight 110, a Boeing 737, suffers dual engine failure due to water ingestion; the aircraft lands safely at NASA's Michoud Assembly Facility in New Orleans; all on board survive.",/wiki/TACA_Flight_110
630,"Austral Líneas Aéreas Flight 46, a McDonnell Douglas DC-9, crashes short of the runway at Libertador General Jose de San Martin Airport, killing all 22 on board.",/wiki/Austral_L%C3%ADneas_A%C3%A9reas_Flight_46
631,"Air France Flight 296, an Airbus A320, makes a low pass over Mulhouse-Habsheim Airport in landing configuration during an air show and crashes into trees at the end of the runway. Of 130 passengers aboard, 3 die.",/wiki/Air_France_Flight_296
632,"Iran Air Flight 655, an Airbus A300, is shot down over Iranian waters by the missile cruiser USS Vincennes; all 290 people on board are killed.",/wiki/Iran_Air_Flight_655
633,The 1988 British International Helicopters Sikorsky S-61N crash: a Sikorsky S-61 ditches in the North Sea due to an engine fire; all 21 on board survive.,/wiki/1988_British_International_Helicopters_Sikorsky_S-61N_crash
634,"CAAC Flight 301, a Hawker Siddeley Trident operating a Guangzhou Baiyun Airport to Hong Kong Kai Tak Airport flight, runs off the runway. 7 of the 89 passengers and crew on board are killed.",/wiki/CAAC_Flight_301
635,"Delta Air Lines Flight 1141, a Boeing 727, crashes on takeoff from Dallas-Fort Worth International Airport as a result of pilot error; of 108 people on board, 12 passengers and two crew members are killed.",/wiki/Delta_Air_Lines_Flight_1141
